STA	TYPE	START	STOP	LON	LAT	NETID	NATFREQ	DAMPING	SEN	RECSEN	GAIN	COMPONENT	PAZFILE		
WHY	N	19970101	19980101	137.5745	-33.0334	AD	-12345	-12345	0.51	838860.8	1	HNE	hsa-3.paz		
WHY	N	19970101	19980101	137.5745	-33.0334	AD	-12345	-12345	0.51	838860.8	1	HNN	hsa-3.paz		
WHY	N	19970101	19980101	137.5745	-33.0334	AD	-12345	-12345	0.51	838860.8	1	HNZ	hsa-3.paz		
WHYH	S	20090101	20180618	137.5744	-33.033	AU	-12345	-12345	392.2	629330	1	SHE	lennartz-LE-3Dlite-mkII.paz		
WHYH	S	20090101	20180618	137.5744	-33.033	AU	-12345	-12345	392.2	629330	1	SHN	lennartz-LE-3Dlite-mkII.paz		
WHYH	S	20090101	20180618	137.5744	-33.033	AU	-12345	-12345	392.2	629330	1	SHZ	lennartz-LE-3Dlite-mkII.paz		
WHYH	S	20090101	20180618	137.5744	-33.033	AU	-12345	-12345	392.2	629330	1	EHE	lennartz-LE-3Dlite-mkII.paz		
WHYH	S	20090101	20180618	137.5744	-33.033	AU	-12345	-12345	392.2	629330	1	EHN	lennartz-LE-3Dlite-mkII.paz		
WHYH	S	20090101	20180618	137.5744	-33.033	AU	-12345	-12345	392.2	629330	1	EHZ	lennartz-LE-3Dlite-mkII.paz		
WHYH	B	20180618	25990101	137.5744	-33.033	AU	-12345	-12345	392.2	400000	2	SHE	lennartz-LE-3Dlite-mkII.paz		
WHYH	B	20180618	25990101	137.5744	-33.033	AU	-12345	-12345	392.2	400000	2	SHN	lennartz-LE-3Dlite-mkII.paz		
WHYH	B	20180618	25990101	137.5744	-33.033	AU	-12345	-12345	392.2	400000	2	SHZ	lennartz-LE-3Dlite-mkII.paz		
WHYH	B	20180618	25990101	137.5744	-33.033	AU	-12345	-12345	392.2	400000	2	EHE	lennartz-LE-3Dlite-mkII.paz		
WHYH	B	20180618	25990101	137.5744	-33.033	AU	-12345	-12345	392.2	400000	2	EHN	lennartz-LE-3Dlite-mkII.paz		
WHYH	B	20180618	25990101	137.5744	-33.033	AU	-12345	-12345	392.2	400000	2	EHZ	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20110323	20191203	150.874	-34.407	AU	-12345	-12345	392.2	629330	1	SHE	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20110323	20191203	150.874	-34.407	AU	-12345	-12345	392.2	629330	1	SHN	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20110323	20191203	150.874	-34.407	AU	-12345	-12345	392.2	629330	1	SHZ	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20110323	20191203	150.874	-34.407	AU	-12345	-12345	392.2	629330	1	EHE	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20110323	20191203	150.874	-34.407	AU	-12345	-12345	392.2	629330	1	EHN	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20110323	20191203	150.874	-34.407	AU	-12345	-12345	392.2	629330	1	EHZ	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20191203	20221021	150.874	-34.407	AU	-12345	-12345	392.2	400000	2	SHE	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20191203	20221021	150.874	-34.407	AU	-12345	-12345	392.2	400000	2	SHN	lennartz-LE-3Dlite-mkII.paz		
WOLH	S	20191203	20221021	150.874	-34.407	AU	-12345	-12345	392.2	400000	2	SHZ	lennartz-LE-3Dlite-mkII.paz		
WOLH	B	20221021	25990101	150.874	-34.407	AU	-12345	-12345	754.3	400000	1	BHE	trillium-compact-120.paz		
WOLH	B	20221021	25990101	150.874	-34.407	AU	-12345	-12345	754.3	400000	1	BHN	trillium-compact-120.paz		
WOLH	B	20221021	25990101	150.874	-34.407	AU	-12345	-12345	754.3	400000	1	BHZ	trillium-compact-120.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	SHE	lennartz-LE-3Dlite-mkII.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	SHN	lennartz-LE-3Dlite-mkII.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	SHZ	lennartz-LE-3Dlite-mkII.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	EHE	lennartz-LE-3Dlite-mkII.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	EHN	lennartz-LE-3Dlite-mkII.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	EHZ	lennartz-LE-3Dlite-mkII.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	HHE	lennartz-LE-3Dlite-mkII.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	HHN	lennartz-LE-3Dlite-mkII.paz		
CATI	S	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	400.35	400000	2	HHZ	lennartz-LE-3Dlite-mkII.paz		
CATI	N	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	0.24473	400000	1	HNE	refraction_tech-131.paz		
CATI	N	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	0.24473	400000	1	HNN	refraction_tech-131.paz		
CATI	N	20170101	25990101	150.9179	-33.5579	AU	-12345	-12345	0.24473	400000	1	HNZ	refraction_tech-131.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	SHE	lennartz-LE-3Dlite-mkII.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	SHN	lennartz-LE-3Dlite-mkII.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	SHZ	lennartz-LE-3Dlite-mkII.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	EHE	lennartz-LE-3Dlite-mkII.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	EHN	lennartz-LE-3Dlite-mkII.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	EHZ	lennartz-LE-3Dlite-mkII.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	HHE	lennartz-LE-3Dlite-mkII.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	HHN	lennartz-LE-3Dlite-mkII.paz		
MABG	S	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	400.35	400000	2	HHZ	lennartz-LE-3Dlite-mkII.paz		
MABG	N	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	0.24473	400000	1	HNE	refraction_tech-131.paz		
MABG	N	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	0.24473	400000	1	HNN	refraction_tech-131.paz		
MABG	N	20170101	20221104	150.7601	-34.0721	AU	-12345	-12345	0.24473	400000	1	HNZ	refraction_tech-131.paz		
MABG	B	20221104	25990101	150.7601	-34.0721	AU	-12345	-12345	754.3	400000	1	BHE	trillium-compact-120.paz		
MABG	B	20221104	25990101	150.7601	-34.0721	AU	-12345	-12345	754.3	400000	1	BHN	trillium-compact-120.paz		
MABG	B	20221104	25990101	150.7601	-34.0721	AU	-12345	-12345	754.3	400000	1	BHZ	trillium-compact-120.paz		
OKDL	S	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	399.56	400000	2	SHE	lennartz-LE-3Dlite-mkII.paz		
OKDL	S	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	399.56	400000	2	SHN	lennartz-LE-3Dlite-mkII.paz		
OKDL	S	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	399.56	400000	2	SHZ	lennartz-LE-3Dlite-mkII.paz		
OKDL	B	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	399.56	400000	2	HHE	lennartz-LE-3Dlite-mkII.paz		
OKDL	B	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	399.56	400000	2	HHN	lennartz-LE-3Dlite-mkII.paz		
OKDL	B	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	399.56	400000	2	HHZ	lennartz-LE-3Dlite-mkII.paz		
OKDL	N	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	0.24473	400000	1	HNE	refraction_tech-131.paz		
OKDL	N	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	0.24473	400000	1	HNN	refraction_tech-131.paz		
OKDL	N	20170217	25990101	150.4805	-34.0707	AU	-12345	-12345	0.24473	400000	1	HNZ	refraction_tech-131.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	SHE	lennartz-LE-3Dlite-mkII.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	SHN	lennartz-LE-3Dlite-mkII.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	SHZ	lennartz-LE-3Dlite-mkII.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	EHE	lennartz-LE-3Dlite-mkII.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	EHN	lennartz-LE-3Dlite-mkII.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	EHZ	lennartz-LE-3Dlite-mkII.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	HHE	lennartz-LE-3Dlite-mkII.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	HHN	lennartz-LE-3Dlite-mkII.paz		
WTPK	S	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	400.35	400000	2	HHZ	lennartz-LE-3Dlite-mkII.paz		
WTPK	N	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	0.24473	400000	1	HNE	refraction_tech-131.paz		
WTPK	N	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	0.24473	400000	1	HNN	refraction_tech-131.paz		
WTPK	N	20170101	20221123	150.6389	-34.2217	AU	-12345	-12345	0.24473	400000	1	HNZ	refraction_tech-131.paz		
WTPK	B	20221123	25990101	150.6389	-34.2217	AU	-12345	-12345	754.3	400000	1	BHE	trillium-compact-120.paz		
WTPK	B	20221123	25990101	150.6389	-34.2217	AU	-12345	-12345	754.3	400000	1	BHN	trillium-compact-120.paz		
WTPK	B	20221123	25990101	150.6389	-34.2217	AU	-12345	-12345	754.3	400000	1	BHZ	trillium-compact-120.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	EHE	lennartz-LE-3Dlite-mkII.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	EHN	lennartz-LE-3Dlite-mkII.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	EHZ	lennartz-LE-3Dlite-mkII.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	SHE	lennartz-LE-3Dlite-mkII.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	SHN	lennartz-LE-3Dlite-mkII.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	SHZ	lennartz-LE-3Dlite-mkII.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	HHE	lennartz-LE-3Dlite-mkII.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	HHN	lennartz-LE-3Dlite-mkII.paz		
YARR	S	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	400.35	400000	2	HHZ	lennartz-LE-3Dlite-mkII.paz		
YARR	N	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	0.24473	400000	1	HNE	refraction_tech-131.paz		
YARR	N	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	0.24473	400000	1	HNN	refraction_tech-131.paz		
YARR	N	20170101	20221109	150.6877	-33.6174	AU	-12345	-12345	0.24473	400000	1	HNZ	refraction_tech-131.paz		
YARR	S	20221109	25990101	150.6877	-33.6174	AU	-12345	-12345	754.3	400000	1	BHE	trillium-compact-120.paz		
YARR	S	20221109	25990101	150.6877	-33.6174	AU	-12345	-12345	754.3	400000	1	BHN	trillium-compact-120.paz		
YARR	S	20221109	25990101	150.6877	-33.6174	AU	-12345	-12345	754.3	400000	1	BHZ	trillium-compact-120.paz		
CLIF	E	20210921	25990101	146.1736	-38.0115	MEL	-12345	-12345	750	838860.813	1	HHE	cmg-3t-120s.paz	# should be cmg-3t	
CLIF	E	20210921	25990101	146.1736	-38.0115	MEL	-12345	-12345	750	838860.813	1	HHN	cmg-3t-120s.paz		
CLIF	E	20210921	25990101	146.1736	-38.0115	MEL	-12345	-12345	750	838860.813	1	HHZ	cmg-3t-120s.paz		
CLIF	E	20210921	25990101	146.1736	-38.0115	MEL	-12345	-12345	750	838860.813	1	EHE	cmg-3t-120s.paz	 # should be cmg-3t	
CLIF	E	20210921	25990101	146.1736	-38.0115	MEL	-12345	-12345	750	838860.813	1	EHN	cmg-3t-120s.paz		
CLIF	E	20210921	25990101	146.1736	-38.0115	MEL	-12345	-12345	750	838860.813	1	EHZ	cmg-3t-120s.paz		
CLIF	N	20120619	25990101	146.1736	-38.0115	UM	0.001	0.707	0.51	838860.81	1	HNE	cmg-5t.paz		
CLIF	N	20120619	25990101	146.1736	-38.0115	UM	0.001	0.707	0.51	838860.81	1	HNN	cmg-5t.paz		
CLIF	N	20120619	25990101	146.1736	-38.0115	UM	0.001	0.707	0.51	838860.81	1	HNZ	cmg-5t.paz		
LILL	N	20120619	25990101	146.247	-38.282	UM	0.001	0.707	0.51	838860.813	2	HNE	cmg-5t.paz		
LILL	N	20120619	25990101	146.247	-38.282	UM	0.001	0.707	0.51	838860.813	2	HNN	cmg-5t.paz		
LILL	N	20120619	25990101	146.247	-38.282	UM	0.001	0.707	0.51	838860.813	2	HNZ	cmg-5t.paz		
LILL	N	20120619	25990101	146.247	-38.282	UM	0.001	0.707	0.51	838860.813	2	HNE	cmg-5t.paz		
LILL	N	20120619	25990101	146.247	-38.282	UM	0.001	0.707	0.51	838860.813	2	DNN	cmg-5t.paz	# kluge	
LILL	N	20120619	25990101	146.247	-38.282	UM	0.001	0.707	0.51	838860.813	2	DNZ	cmg-5t.paz		
NARR	N	20120619	20121231	146.202	-38.25	UM	0.001	0.707	0.51	838860.813	2	HNE	cmg-5t.paz		
NARR	N	20120619	20121231	146.202	-38.25	UM	0.001	0.707	0.51	838860.813	2	HNN	cmg-5t.paz		
NARR	N	20120619	20121231	146.202	-38.25	UM	0.001	0.707	0.51	838860.813	2	HNZ	cmg-5t.paz		
NARR	E	20210921	25990101	146.2023	-38.2496	UM	-12345	-12345	1200	838860.813	1	EHE	cmg-6t-c.paz		
NARR	E	20210921	25990101	146.2023	-38.2496	UM	-12345	-12345	1200	838860.813	1	EHN	cmg-6t-c.paz		
NARR	E	20210921	25990101	146.2023	-38.2496	UM	-12345	-12345	1200	838860.813	1	EHZ	cmg-6t-c.paz		
NARR	N	20210921	25990101	146.2023	-38.2496	UM	-12345	-12345	0.51	838860.813	1	HNE	cmg-5t.paz		
NARR	N	20210921	25990101	146.2023	-38.2496	UM	-12345	-12345	0.51	838860.813	1	HNN	cmg-5t.paz		
NARR	N	20210921	25990101	146.2023	-38.2496	UM	-12345	-12345	0.51	838860.813	1	HNZ	cmg-5t.paz		
CREM	N	20120619	25990101	146.292	-38.328	UM	0.001	0.707	0.51	838860	2	HNE	cmg-5t.paz		
CREM	N	20120619	25990101	146.292	-38.328	UM	0.001	0.707	0.51	838860	2	HNN	cmg-5t.paz		
CREM	N	20120619	25990101	146.292	-38.328	UM	0.001	0.707	0.51	838860	2	HNZ	cmg-5t.paz		
KRAN	E	20120619	25990101	145.848	-38.359	UM	-12345	-12345	1200	838860	2	EHE	cmg-6t-c.paz		
KRAN	E	20120619	25990101	145.848	-38.359	UM	-12345	-12345	1200	838860	2	EHN	cmg-6t-c.paz		
KRAN	E	20120619	25990101	145.848	-38.359	UM	-12345	-12345	1200	838860	2	EHZ	cmg-6t-c.paz		
KRAN	N	20120619	25990101	145.848	-38.359	UM	-12345	-12345	0.51	838860	2	HNE	cmg-5t.paz		
KRAN	N	20120619	25990101	145.848	-38.359	UM	-12345	-12345	0.51	838860	2	HNN	cmg-5t.paz		
KRAN	N	20120619	25990101	145.848	-38.359	UM	-12345	-12345	0.51	838860	2	HNZ	cmg-5t.paz		
S88U	E	20120619	25990101	144.052	-37.168	UM	-12345	-12345	1200	838860	1	EHE	cmg-6t-c.paz		
S88U	E	20120619	25990101	144.052	-37.168	UM	-12345	-12345	1200	838860	1	EHN	cmg-6t-c.paz		
S88U	E	20120619	25990101	144.052	-37.168	UM	-12345	-12345	1200	838860	1	EHZ	cmg-6t-c.paz		
S88U	N	20120619	25990101	144.052	-37.168	UM	-12345	-12345	0.51	838860	1	HNE	cmg-5t.paz		
S88U	N	20120619	25990101	144.052	-37.168	UM	-12345	-12345	0.51	838860	1	HNN	cmg-5t.paz		
S88U	N	20120619	25990101	144.052	-37.168	UM	-12345	-12345	0.51	838860	1	HNZ	cmg-5t.paz		
STGU	E	20120619	25990101	146.172	-38.014	UM	-12345	-12345	1200	838860	2	EHE	cmg-6t-c.paz		
STGU	E	20120619	25990101	146.172	-38.014	UM	-12345	-12345	1200	838860	2	EHN	cmg-6t-c.paz		
STGU	E	20120619	25990101	146.172	-38.014	UM	-12345	-12345	1200	838860	2	EHZ	cmg-6t-c.paz		
MOE3	E	20120619	25990101	146.312	-38.183	AU	-12345	-12345	399.5	314572.75	1	EHE	lennartz-LE-3Dlite-mkII.paz		
MOE3	E	20120619	25990101	146.312	-38.183	AU	-12345	-12345	399.5	314572.75	1	EHN	lennartz-LE-3Dlite-mkII.paz		
MOE3	E	20120619	25990101	146.312	-38.183	AU	-12345	-12345	399.5	314572.75	1	EHZ	lennartz-LE-3Dlite-mkII.paz		
MOE3	N	20120619	25990101	146.312	-38.183	AU	0.001	0.7	0.20387	1677721.625	1	HNE	NULL		
MOE3	N	20120619	25990101	146.312	-38.183	AU	0.001	0.7	0.20387	1677721.625	1	HNN	NULL		
MOE3	N	20120619	25990101	146.312	-38.183	AU	0.001	0.7	0.20387	1677721.625	1	HNZ	NULL		
MOE4	E	20120619	25990101	146.102	-38.241	AU	-12345	-12345	399.5	314572.75	1	EHE	lennartz-LE-3Dlite-mkII.paz		
MOE4	E	20120619	25990101	146.102	-38.241	AU	-12345	-12345	399.5	314572.75	1	EHN	lennartz-LE-3Dlite-mkII.paz		
MOE4	E	20120619	25990101	146.102	-38.241	AU	-12345	-12345	399.5	314572.75	1	EHZ	lennartz-LE-3Dlite-mkII.paz		
MOE4	N	20120619	25990101	146.102	-38.241	AU	0.001	0.7	0.20387	1677721.625	1	HNE	NULL		
MOE4	N	20120619	25990101	146.102	-38.241	AU	0.001	0.7	0.20387	1677721.625	1	HNN	NULL		
MOE4	N	20120619	25990101	146.102	-38.241	AU	0.001	0.7	0.20387	1677721.625	1	HNZ	NULL		
MCV	E	19910719	19961119	145.899	-37.691	MEL	1.67	0.61	120.43	419430.4	1	EHE	s6000-2hz.paz		
MCV	E	19910719	19961119	145.899	-37.691	MEL	1.67	0.61	129.7	419430.4	1	EHN	s6000-2hz.paz		
MCV	E	19910719	19961119	145.899	-37.691	MEL	1.79	0.61	124.14	419430.4	1	EHZ	s6000-2hz.paz		
MCV	E	19961119	19971107	145.899	-37.691	MEL	1.56	0.61	188.6	838860.8	1	EHE	s6000-2hz.paz		
MCV	E	19961119	19971107	145.899	-37.691	MEL	1.52	0.61	188.6	838860.8	1	EHN	s6000-2hz.paz		
MCV	E	19961119	19971107	145.899	-37.691	MEL	1.52	0.61	188.8	838860.8	1	EHZ	s6000-2hz.paz		
MCV	E	19971107	25990101	145.899	-37.691	MEL	1.56	0.61	188.6	838860.8	1	EHE	s6000-2hz.paz		
MCV	E	19971107	25990101	145.899	-37.691	MEL	1.52	0.61	188.6	838860.8	1	EHN	s6000-2hz.paz		
MCV	E	19971107	25990101	145.899	-37.691	MEL	1.52	0.61	188.8	838860.8	1	EHZ	s6000-2hz.paz		
MDRM	E	19990629	25990101	146.379	-38.099	MEL	1.89	0.61	114	838860.8	1	EHE	s6000-2hz.paz		
MDRM	E	19990629	25990101	146.379	-38.099	MEL	1.89	0.61	114	838860.8	1	EHN	s6000-2hz.paz		
MDRM	E	19990629	25990101	146.379	-38.099	MEL	2	0.61	114	838860.8	1	EHZ	s6000-2hz.paz		
APPIN	E	20131128	25990101	150.8	-34.2	MEL	-12345	-12345	997	838860.813	1	EHE	cmg-6t-1s.paz		
APPIN	E	20131128	25990101	150.8	-34.2	MEL	-12345	-12345	997	838860.813	1	EHN	cmg-6t-1s.paz		
APPIN	E	20131128	25990101	150.8	-34.2	MEL	-12345	-12345	1000	838860.813	1	EHZ	cmg-6t-1s.paz		
APPIN	N	20131128	25990101	150.8	-34.2	MEL	-12345	-12345	0.51	838860.813	1	HNE	NULL		
APPIN	N	20131128	25990101	150.8	-34.2	MEL	-12345	-12345	0.51	838860.813	1	HNN	NULL		
APPIN	N	20131128	25990101	150.8	-34.2	MEL	-12345	-12345	0.51	838860.813	1	HNZ	NULL		
BUCHN	E	20210921	25990101	148.0961	-37.5292	MEL	-12345	-12345	1000	838860.813	2	EHE	cmg-40t-1s.paz		
BUCHN	E	20210921	25990101	148.0961	-37.5292	MEL	-12345	-12345	1000	838860.813	2	EHN	cmg-40t-1s.paz		
BUCHN	E	20210921	25990101	148.0961	-37.5292	MEL	-12345	-12345	1000	838860.813	2	EHZ	cmg-40t-1s.paz		
BUCN	E	20150930	25990101	148.09	-37.506	UM	-12345	-12345	995	838860.813	1	EHE	cmg-40t-1s.paz		
BUCN	E	20150930	25990101	148.09	-37.506	UM	-12345	-12345	1010.7	838860.813	1	EHN	cmg-40t-1s.paz		
BUCN	E	20150930	25990101	148.09	-37.506	UM	-12345	-12345	1004.9	838860.813	1	EHZ	cmg-40t-1s.paz		
BUCN	H	20150930	25990101	148.09	-37.506	UM	-12345	-12345	995	838860.813	1	HHE	cmg-40t-1s.paz		
BUCN	H	20150930	25990101	148.09	-37.506	UM	-12345	-12345	1010.7	838860.813	1	HHN	cmg-40t-1s.paz		
BUCN	H	20150930	25990101	148.09	-37.506	UM	-12345	-12345	1004.9	838860.813	1	HHZ	cmg-40t-1s.paz		
CAWDR	E	20140212	25990101	150.6743	-34.1168	MEL	-12345	-12345	1202	838860.813	1	EHE	cmg-6t-1s.paz		
CAWDR	E	20140212	25990101	150.6743	-34.1168	MEL	-12345	-12345	1199	838860.813	1	EHN	cmg-6t-1s.paz		
CAWDR	E	20140212	25990101	150.6743	-34.1168	MEL	-12345	-12345	1206	838860.813	1	EHZ	cmg-6t-1s.paz		
CAWDR	H	20140212	25990101	150.6743	-34.1168	MEL	-12345	-12345	0.509	838860.813	1	HNE	cmg-5t.paz		
CAWDR	H	20140212	25990101	150.6743	-34.1168	MEL	-12345	-12345	0.509	838860.813	1	HNN	cmg-5t.paz		
CAWDR	H	20140212	25990101	150.6743	-34.1168	MEL	-12345	-12345	0.509	838860.813	1	HNZ	cmg-5t.paz		
CORA	E	20110725	25990101	148.8386	-35.5367	MEL	-12345	-12345	996	838860.813	1	EHE	cmg-6t-1s.paz		
CORA	E	20110725	25990101	148.8386	-35.5367	MEL	-12345	-12345	994	838860.813	1	EHN	cmg-6t-1s.paz		
CORA	E	20110725	25990101	148.8386	-35.5367	MEL	-12345	-12345	1001	838860.813	1	EHZ	cmg-6t-1s.paz		
#CORT	E	20110725	25990101	LON	LAT	MEL	-12345	-12345	0.204	1677721.625	1	EHE	NULL		
#CORT	E	20110725	25990101	LON	LAT	MEL	-12345	-12345	0.204	1677721.625	1	EHN	NULL		
#CORT	E	20110725	25990101	LON	LAT	MEL	-12345	-12345	0.204	1677721.625	1	EHZ	NULL		
FINNS	E	20140211	25990101	150.7264	-34.1577	MEL	-12345	-12345	1199	838860.813	1	EHE	cmg-6t-1s.paz		
FINNS	E	20140211	25990101	150.7264	-34.1577	MEL	-12345	-12345	1200	838860.813	1	EHN	cmg-6t-1s.paz		
FINNS	E	20140211	25990101	150.7264	-34.1577	MEL	-12345	-12345	1201	838860.813	1	EHZ	cmg-6t-1s.paz		
FINNS	H	20140211	25990101	150.7264	-34.1577	MEL	-12345	-12345	0.511	838860.813	1	HNE	cmg-5t.paz		
FINNS	H	20140211	25990101	150.7264	-34.1577	MEL	-12345	-12345	0.51	838860.813	1	HNN	cmg-5t.paz		
FINNS	H	20140211	25990101	150.7264	-34.1577	MEL	-12345	-12345	0.511	838860.813	1	HNZ	cmg-5t.paz		
GLEAD	E	20140211	25990101	150.7655	-34.1148	MEL	-12345	-12345	1194	838860.813	1	EHE	cmg-6t-1s.paz		
GLEAD	E	20140211	25990101	150.7655	-34.1148	MEL	-12345	-12345	1201	838860.813	1	EHN	cmg-6t-1s.paz		
GLEAD	E	20140211	25990101	150.7655	-34.1148	MEL	-12345	-12345	1202	838860.813	1	EHZ	cmg-6t-1s.paz		
GLEAD	H	20140211	25990101	150.7655	-34.1148	MEL	-12345	-12345	0.511	838860.813	1	HNE	cmg-5t.paz		
GLEAD	H	20140211	25990101	150.7655	-34.1148	MEL	-12345	-12345	0.51	838860.813	1	HNN	cmg-5t.paz		
GLEAD	H	20140211	25990101	150.7655	-34.1148	MEL	-12345	-12345	0.511	838860.813	1	HNZ	cmg-5t.paz		
MALDN	E	20140211	25990101	150.666	-34.1969	MEL	-12345	-12345	1204	838860.813	1	EHE	cmg-6t-1s.paz		
MALDN	E	20140211	25990101	150.666	-34.1969	MEL	-12345	-12345	1199	838860.813	1	EHN	cmg-6t-1s.paz		
MALDN	E	20140211	25990101	150.666	-34.1969	MEL	-12345	-12345	1199	838860.813	1	EHZ	cmg-6t-1s.paz		
MALDN	H	20140211	25990101	150.666	-34.1969	MEL	-12345	-12345	0.51	838860.813	1	HNE	cmg-5t.paz		
MALDN	H	20140211	25990101	150.666	-34.1969	MEL	-12345	-12345	0.51	838860.813	1	HNN	cmg-5t.paz		
MALDN	H	20140211	25990101	150.666	-34.1969	MEL	-12345	-12345	0.511	838860.813	1	HNZ	cmg-5t.paz		
BOGA	H	20160404	25990101	143.5753	-35.547	MEL	-12345	-12345	2021.6	314572.75	1	HNE	cmg-40t-1s.paz		
BOGA	H	20160404	25990101	143.5753	-35.547	MEL	-12345	-12345	1980.6	314572.75	1	HNN	cmg-40t-1s.paz		
BOGA	H	20160404	25990101	143.5753	-35.547	MEL	-12345	-12345	2000.2	314572.75	1	HNZ	cmg-40t-1s.paz		
MILD	H	20160404	25990101	142.15	-34.17	MEL	-12345	-12345	1972	314572.75	1	EHE	cmg-6t-1s.paz		
MILD	H	20160404	25990101	142.15	-34.17	MEL	-12345	-12345	2024	314572.75	1	EHN	cmg-6t-1s.paz		
MILD	H	20160404	25990101	142.15	-34.17	MEL	-12345	-12345	1986	314572.75	1	EHZ	cmg-6t-1s.paz		
MILD	H	20160404	25990101	142.15	-34.17	MEL	-12345	-12345	0.204	1677721.625	1	HNE	cmg-5t.paz		
MILD	H	20160404	25990101	142.15	-34.17	MEL	-12345	-12345	0.204	1677721.625	1	HNN	cmg-5t.paz		
