STA	TYPE	START	STOP	LON	LAT	NETID	NATFREQ	DAMPING	SEN	RECSEN	GAIN	COMPONENT	PAZFILE		
BOGA	E	20140515	25990101	143.57	-35.54	MEL	-12345	-12345	2000.2	314572.75	4	EHZ	cmg-40t-1s.paz		
BSZ	E	20000101	25990101	174.931	-39.799	GNS	1	0.67	179	209643.6	1	EHZ	NULL		
BUCM	E	19910101	19990419	143.498	-36.238	MEL	1.79	0.61	113.7	21000	100	EHE	s6000-2hz.paz		
BUCM	E	19910101	19990419	143.498	-36.238	MEL	2	0.61	124.9	21000	100	EHN	s6000-2hz.paz		
BUCM	E	19910101	19990419	143.498	-36.238	MEL	2.27	0.61	111.6	21000	100	EHZ	s6000-2hz.paz		
BUCM	E	19990419	25990101	143.498	-36.238	MEL	1.79	0.61	113.7	838860.8	1	EHE	s6000-2hz.paz		
BUCM	E	19990419	25990101	143.498	-36.238	MEL	2	0.61	124.9	838860.8	1	EHN	s6000-2hz.paz		
BUCM	E	19990419	25990101	143.498	-36.238	MEL	2.27	0.61	111.6	838860.8	1	EHZ	s6000-2hz.paz		
BUDM	E	19930906	25990101	150.671	-34.676	MEL	1.61	0.61	186.31	838860.8	1	EHE	s6000-2hz.paz		
BUDM	E	19930906	25990101	150.671	-34.676	MEL	1.64	0.61	186.49	838860.8	1	EHN	s6000-2hz.paz		
BUDM	E	19930906	25990101	150.671	-34.676	MEL	1.64	0.61	180.89	838860.8	1	EHZ	s6000-2hz.paz		
BWZ	E	20000101	25990101	169.883	-44.532	GNS	1	0.67	179	209643.6	3	EHZ	NULL		
CAA	N	19900101	2000101	117.151	-30.746	AU	-12345	-12345	0.51	419430.4	1	HNE	hsa-3.paz		
CAA	N	19900101	2000101	117.151	-30.746	AU	-12345	-12345	0.51	419430.4	1	HNN	hsa-3.paz		
CAA	N	19900101	2000101	117.151	-30.746	AU	-12345	-12345	0.51	419430.4	1	HNZ	hsa-3.paz		
CA2	E	20010913	20020807	117.219	-30.527	AU	2	0.6	127.5	838860.8	10	EHE	s6000-2hz.paz		
CA2	E	20010913	20020807	117.219	-30.527	AU	2	0.6	127.5	838860.8	10	EHN	s6000-2hz.paz		
CA2	E	20010913	20020807	117.219	-30.527	AU	2	0.6	127.5	838860.8	10	EHZ	s6000-2hz.paz		
CA3	E	20010928	20011204	117.049	-30.509	AU	2	0.6	127.5	838860.8	10	EHE	s6000-2hz.paz	   #KA1	
CA3	E	20010928	20011204	117.049	-30.509	AU	2	0.6	127.5	838860.8	10	EHN	s6000-2hz.paz		
CA3	E	20010928	20011204	117.049	-30.509	AU	2	0.6	127.5	838860.8	10	EHZ	s6000-2hz.paz		
CA3	S	20011204	20020712	117.049	-30.509	AU	-12345	-12345	2000	419430.4	1	EHE	cmg-40t-1s.paz	#DD2	
CA3	S	20011204	20020712	117.049	-30.509	AU	-12345	-12345	2000	419430.4	1	EHN	cmg-40t-1s.paz		
CA3	S	20011204	20020712	117.049	-30.509	AU	-12345	-12345	2000	419430.4	1	EHZ	cmg-40t-1s.paz		
CA3	N	20011204	20020712	117.049	-30.509	AU	0.001	1	1.0118	419430.4	1	HNE	cmg-5t.paz	    	
CA3	N	20011204	20020712	117.049	-30.509	AU	0.001	1	1.0194	419430.4	1	HNN	cmg-5t.paz		
CA3	N	20011204	20020712	117.049	-30.509	AU	0.001	1	1.0204	419430.4	1	HNZ	cmg-5t.paz		
CA4	E	20010928	20011005	117.094	-30.653	AU	2	0.6	127.5	838860.8	10	EHE	s6000-2hz.paz		
CA4	E	20010928	20011005	117.094	-30.653	AU	2	0.6	127.5	838860.8	10	EHN	s6000-2hz.paz		
CA4	E	20010928	20011005	117.094	-30.653	AU	2	0.6	127.5	838860.8	10	EHZ	s6000-2hz.paz		
CAV	E	19940805	19960307	151.624	-29.648	MEL	1.56	0.61	179.7	838860.8	1	EHE	s6000-2hz.paz		
CAV	E	19940805	19960307	151.624	-29.648	MEL	1.56	0.61	179.7	838860.8	1	EHN	s6000-2hz.paz		
CAV	E	19940805	19960307	151.624	-29.648	MEL	1.69	0.61	175.4	838860.8	1	EHZ	s6000-2hz.paz		
CAV	E	19960307	25990101	151.624	-29.648	MEL	1.56	0.61	179.7	838860.8	1	EHE	s6000-2hz.paz		
CAV	E	19960307	25990101	151.624	-29.648	MEL	1.56	0.61	179.7	838860.8	1	EHN	s6000-2hz.paz		
CAV	E	19960307	25990101	151.624	-29.648	MEL	1.69	0.61	175.4	838860.8	1	EHZ	s6000-2hz.paz		
CAVM	E	19940805	19960307	151.624	-29.648	MEL	1.56	0.61	179.7	838860.8	1	EHE	s6000-2hz.paz		
CAVM	E	19940805	19960307	151.624	-29.648	MEL	1.56	0.61	179.7	838860.8	1	EHN	s6000-2hz.paz		
CAVM	E	19940805	19960307	151.624	-29.648	MEL	1.69	0.61	175.4	838860.8	1	EHZ	s6000-2hz.paz		
CAVM	E	19960307	25990101	151.624	-29.648	MEL	1.56	0.61	179.7	838860.8	1	EHE	s6000-2hz.paz		
CAVM	E	19960307	25990101	151.624	-29.648	MEL	1.56	0.61	179.7	838860.8	1	EHN	s6000-2hz.paz		
CAVM	E	19960307	25990101	151.624	-29.648	MEL	1.69	0.61	175.4	838860.8	1	EHZ	s6000-2hz.paz		
CAW	E	20000101	25990101	175.068	-41.109	GNS	1	0.67	179	209643.6	9	EHZ	NULL		
CCRM	E	19950719	20120101	143.972	-36.991	MEL	1	0.62	173.15	838860.8	1	EHE	mark-L4C-3D.paz		
CCRM	E	19950719	20120101	143.972	-36.991	MEL	0.97	0.62	181.02	838860.8	1	EHN	mark-L4C-3D.paz		
CCRM	E	19950719	20120101	143.972	-36.991	MEL	1	0.62	175.77	838860.8	1	EHZ	mark-L4C-3D.paz		
CCRM	E	20120101	25990101	143.974	-36.989	MEL	1	0.62	174.74	314572.75	4	EHE	mark-L4C-3D.paz		
CCRM	E	20120101	25990101	143.974	-36.989	MEL	1	0.62	168.02	314572.75	4	EHN	mark-L4C-3D.paz		
CCRM	E	20120101	25990101	143.974	-36.989	MEL	1	0.62	170.12	314572.75	4	EHZ	mark-L4C-3D.paz		
CCW	E	20000101	25990101	174.217	-41.751	GNS	1	0.67	179	209643.6	9	EHZ	NULL		
CDN	E	19960502	19960905	145.425	-37.946	MEL	1.67	0.61	120.43	6553.6	100	EHE	s6000-2hz.paz		
CDN	E	19960502	19960905	145.425	-37.946	MEL	1.67	0.61	129.7	6553.6	100	EHN	s6000-2hz.paz		
CDN	E	19960502	19960905	145.425	-37.946	MEL	1.79	0.61	124.14	6553.6	100	EHZ	s6000-2hz.paz		
CDN	E	19960905	19970121	145.425	-37.946	MEL	1.67	0.61	120.43	838860.8	1	EHE	s6000-2hz.paz		
CDN	E	19960905	19970121	145.425	-37.946	MEL	1.67	0.61	129.7	838860.8	1	EHN	s6000-2hz.paz		
CDN	E	19960905	19970121	145.425	-37.946	MEL	1.79	0.61	124.14	838860.8	1	EHZ	s6000-2hz.paz		
CDN	E	19970121	19990923	145.425	-37.946	MEL	1.67	0.61	187.92	838860.8	1	EHE	s6000-2hz.paz		
CDN	E	19970121	19990923	145.425	-37.946	MEL	1.52	0.61	187.73	838860.8	1	EHN	s6000-2hz.paz		
CDN	E	19970121	19990923	145.425	-37.946	MEL	1.61	0.61	183.71	838860.8	1	EHZ	s6000-2hz.paz		
CDNM	E	19960502	19960905	145.425	-37.946	MEL	1.67	0.61	120.43	6553.6	100	EHE	s6000-2hz.paz		
CDNM	E	19960502	19960905	145.425	-37.946	MEL	1.67	0.61	129.7	6553.6	100	EHN	s6000-2hz.paz		
CDNM	E	19960502	19960905	145.425	-37.946	MEL	1.79	0.61	124.14	6553.6	100	EHZ	s6000-2hz.paz		
CDNM	E	19960905	19970121	145.425	-37.946	MEL	1.67	0.61	120.43	838860.8	1	EHE	s6000-2hz.paz		
CDNM	E	19960905	19970121	145.425	-37.946	MEL	1.67	0.61	129.7	838860.8	1	EHN	s6000-2hz.paz		
CDNM	E	19960905	19970121	145.425	-37.946	MEL	1.79	0.61	124.14	838860.8	1	EHZ	s6000-2hz.paz		
CDNM	E	19970121	19990923	145.425	-37.946	MEL	1.67	0.61	187.92	838860.8	1	EHE	s6000-2hz.paz		
CDNM	E	19970121	19990923	145.425	-37.946	MEL	1.52	0.61	187.73	838860.8	1	EHN	s6000-2hz.paz		
CDNM	E	19970121	19990923	145.425	-37.946	MEL	1.61	0.61	183.71	838860.8	1	EHZ	s6000-2hz.paz		
CDNM	E	19990923	20120101	145.425	-37.946	MEL	1.67	0.61	187.92	6553.6	100	EHE	s6000-2hz.paz		
CDNM	E	19990923	20120101	145.425	-37.946	MEL	1.52	0.61	187.73	6553.6	100	EHN	s6000-2hz.paz		
CDNM	E	19990923	20120101	145.425	-37.946	MEL	1.61	0.61	183.71	6553.6	100	EHZ	s6000-2hz.paz		
CDNM	N	19990923	20120101	145.425	-37.946	MEL	0.001	1	0.5	6553.6	1	HNE	hsa-3.paz		
CDNM	N	19990923	20120101	145.425	-37.946	MEL	0.001	1	0.5	6553.6	1	HNN	hsa-3.paz		
CDNM	N	19990923	20120101	145.425	-37.946	MEL	0.001	1	0.5	6553.6	1	HNZ	hsa-3.paz		
CDNM	E	20120101	20210101	145.425	-37.946	MEL	1.67	0.61	187.92	314572.75	4	EHE	s6000-2hz.paz		
CDNM	E	20120101	20210101	145.425	-37.946	MEL	1.52	0.61	187.73	314572.75	4	EHN	s6000-2hz.paz		
CDNM	E	20120101	20210101	145.425	-37.946	MEL	1.61	0.61	183.71	314572.75	4	EHZ	s6000-2hz.paz		
CDNM	N	20120101	20210101	145.425	-37.946	MEL	0.001	1	0.20387	1677721.625	1	HNE	hsa-3.paz		
CDNM	N	20120101	20210101	145.425	-37.946	MEL	0.001	1	0.20387	1677721.625	1	HNN	hsa-3.paz		
CDNM	N	20120101	20210101	145.425	-37.946	MEL	0.001	1	0.20387	1677721.625	1	HNZ	hsa-3.paz		
CDNM	E	20210101	25990101	145.425	-37.946	MEL	-12345	-12345	187.92	838860.8	4	EHE	s6000-2hz.paz	# guess start	
CDNM	E	20210101	25990101	145.425	-37.946	MEL	-12345	-12345	187.73	838860.8	4	EHN	s6000-2hz.paz		
CDNM	E	20210101	25990101	145.425	-37.946	MEL	-12345	-12345	183.71	838860.8	4	EHZ	s6000-2hz.paz		
CDNM	N	20210101	25990101	145.425	-37.946	MEL	-12345	-12345	0.5099	838860.8	1	HNE	cmg-5t.paz		
CDNM	N	20210101	25990101	145.425	-37.946	MEL	-12345	-12345	0.5099	838860.8	1	HNN	cmg-5t.paz		
CDNM	N	20210101	25990101	145.425	-37.946	MEL	-12345	-12345	0.5099	838860.8	1	HNZ	cmg-5t.paz		
CHF	E	19971101	19990521	151.116	-31.327	MEL	1.92	0.61	109.61	838860.8	1	EHE	s6000-2hz.paz		
CHF	E	19971101	19990521	151.116	-31.327	MEL	1.85	0.61	117.17	838860.8	1	EHN	s6000-2hz.paz		
CHF	E	19971101	19990521	151.116	-31.327	MEL	2.27	0.61	115.28	838860.8	1	EHZ	s6000-2hz.paz		
CHFM	E	19971101	19990521	151.116	-31.327	MEL	1.92	0.61	109.61	838860.8	1	EHE	s6000-2hz.paz		
CHFM	E	19971101	19990521	151.116	-31.327	MEL	1.85	0.61	117.17	838860.8	1	EHN	s6000-2hz.paz		
CHFM	E	19971101	19990521	151.116	-31.327	MEL	2.27	0.61	115.28	838860.8	1	EHZ	s6000-2hz.paz		
CHFM	E	19990521	25990101	151.116	-31.327	MEL	1	0.707	1600	838860.6	1	EHE	cmg-40t-1s.paz		
CHFM	E	19990521	25990101	151.116	-31.327	MEL	1	0.707	1600	838860.6	1	EHN	cmg-40t-1s.paz		
CHFM	E	19990521	25990101	151.116	-31.327	MEL	1	0.707	1600	838860.6	1	EHZ	cmg-40t-1s.paz		
CHFM	N	19990521	25990101	151.116	-31.327	MEL	0.001	1	0.52	838860.6	1	HNE	cmg-5t.paz		
CHFM	N	19990521	25990101	151.116	-31.327	MEL	0.001	1	0.5	838860.6	1	HNN	cmg-5t.paz		
CHFM	N	19990521	25990101	151.116	-31.327	MEL	0.001	1	0.5	838860.6	1	HNZ	cmg-5t.paz		
CHI	E	19911022	25990101	151.681	-32.243	AU	-12345	-12345	171	838860.8	1	EHE	mark-L4C-3D.paz		
CHI	E	19911022	25990101	151.681	-32.243	AU	-12345	-12345	171	838860.8	1	EHN	mark-L4C-3D.paz		
CHI	E	19911022	25990101	151.681	-32.243	AU	-12345	-12345	171	838860.8	1	EHZ	mark-L4C-3D.paz		
CMC	N	20001009	25990101	117.096	-30.791	AU	0.001	1	0.51	838860.8	1	HNE	hsa-3.paz		
CMC	N	20001009	25990101	117.096	-30.791	AU	0.001	1	0.51	838860.8	1	HNN	hsa-3.paz		
CMC	N	20001009	25990101	117.096	-30.791	AU	0.001	1	0.51	838860.8	1	HNZ	hsa-3.paz		
CNZ	E	20000101	25990101	175.548	-39.2	GNS	1	0.67	179	209643.6	3	EHZ	NULL		
COP	E	19940801	19980116	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHE	s6000-2hz.paz		
COP	E	19940801	19980116	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHN	s6000-2hz.paz		
COP	E	19940801	19980116	150.935	-29.918	MEL	1.69	0.61	175.4	6553.6	100	EHZ	s6000-2hz.paz		
COP	N	19940801	19980116	150.935	-29.918	MEL	0.001	1	0.5	6553.6	1	HNE	hsa-3.paz		
COP	N	19940801	19980116	150.935	-29.918	MEL	0.001	1	0.5	6553.6	1	HNN	hsa-3.paz		
COP	N	19940801	19980116	150.935	-29.918	MEL	0.001	1	0.5	6553.6	1	HNZ	hsa-3.paz		
COP	E	19980116	19990121	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHE	s6000-2hz.paz		
COP	E	19980116	19990121	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHN	s6000-2hz.paz		
COP	E	19980116	19990121	150.935	-29.918	MEL	1.69	0.61	175.4	6553.6	100	EHZ	s6000-2hz.paz		
COP	E	19990121	25990101	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHE	s6000-2hz.pazL		
COP	E	19990121	25990101	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHN	s6000-2hz.pazL		
COP	E	19990121	25990101	150.935	-29.918	MEL	1.69	0.61	175.4	6553.6	100	EHZ	s6000-2hz.pazL		
COP	N	19990121	25990101	150.935	-29.918	MEL	0.001	1	0.512	6553.6	1	HNE	cmg-5t.paz		
COP	N	19990121	25990101	150.935	-29.918	MEL	0.001	1	0.514	6553.6	1	HNN	cmg-5t.paz		
COP	N	19990121	25990101	150.935	-29.918	MEL	0.001	1	0.512	6553.6	1	HNZ	cmg-5t.paz		
COPM	E	19940801	19980116	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHE	s6000-2hz.paz		
COPM	E	19940801	19980116	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHN	s6000-2hz.paz		
COPM	E	19940801	19980116	150.935	-29.918	MEL	1.69	0.61	175.4	6553.6	100	EHZ	s6000-2hz.paz		
COPM	N	19940801	19980116	150.935	-29.918	MEL	0.001	1	0.5	6553.6	1	HNE	hsa-3.paz		
COPM	N	19940801	19980116	150.935	-29.918	MEL	0.001	1	0.5	6553.6	1	HNN	hsa-3.paz		
COPM	N	19940801	19980116	150.935	-29.918	MEL	0.001	1	0.5	6553.6	1	HNZ	hsa-3.paz		
COPM	E	19980116	19990121	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHE	s6000-2hz.paz		
COPM	E	19980116	19990121	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHN	s6000-2hz.paz		
COPM	E	19980116	19990121	150.935	-29.918	MEL	1.69	0.61	175.4	6553.6	100	EHZ	s6000-2hz.paz		
COPM	E	19990121	25990101	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHE	s6000-2hz.pazL		
COPM	E	19990121	25990101	150.935	-29.918	MEL	1.56	0.61	179.7	6553.6	100	EHN	s6000-2hz.pazL		
COPM	E	19990121	25990101	150.935	-29.918	MEL	1.69	0.61	175.4	6553.6	100	EHZ	s6000-2hz.pazL		
COPM	N	19990121	25990101	150.935	-29.918	MEL	0.001	1	0.512	6553.6	1	HNE	cmg-5t.paz		
COPM	N	19990121	25990101	150.935	-29.918	MEL	0.001	1	0.514	6553.6	1	HNN	cmg-5t.paz		
COPM	N	19990121	25990101	150.935	-29.918	MEL	0.001	1	0.512	6553.6	1	HNZ	cmg-5t.paz		
COTT	E	19000101	25990101	148.92	-35.32	MEL	-12345	-12345	1017	838860.8	2	EHE	cmg-6t-1s.paz		
COTT	E	19000101	25990101	148.92	-35.32	MEL	-12345	-12345	1017	838860.8	2	EHN	cmg-6t-1s.paz		
COTT	E	19000101	25990101	148.92	-35.32	MEL	-12345	-12345	1017	838860.8	2	EHZ	cmg-6t-1s.paz		
COTT	E	19000101	25990101	148.92	-35.32	MEL	-12345	-12345	1017	838860.8	2	HHE	cmg-6t-1s.paz		
COTT	E	19000101	25990101	148.92	-35.32	MEL	-12345	-12345	1017	838860.8	2	HHN	cmg-6t-1s.paz		
COTT	E	19000101	25990101	148.92	-35.32	MEL	-12345	-12345	1017	838860.8	2	HHZ	cmg-6t-1s.paz		
COTT	N	20131007	25990101	148.92	-35.32	MEL	-12345	-12345	0.204	838860.813	1	HNE	cmg-5t.paz		
COTT	N	20131007	25990101	148.92	-35.32	MEL	-12345	-12345	0.204	838860.813	1	HNN	cmg-5t.paz		
COTT	N	20131007	25990101	148.92	-35.32	MEL	-12345	-12345	0.204	838860.813	1	HNZ	cmg-5t.paz		
CETH	E	19000101	25990101	146.133	-41.48	MEL	-12345	-12345	3200	314572.75	2	EHE	cmg-40t-1s.paz		
CETH	E	19000101	25990101	146.133	-41.48	MEL	-12345	-12345	3200	314572.75	2	EHN	cmg-40t-1s.paz		
CETH	E	19000101	25990101	146.133	-41.48	MEL	-12345	-12345	3200	314572.75	2	EHZ	cmg-40t-1s.paz		
CPX	E	19921121	25990101	150.625	-34.476	MEL	1.61	0.61	187.4	838860.8	1	EHE	s6000-2hz.paz		
CPX	E	19921121	25990101	150.625	-34.476	MEL	1.61	0.61	187.4	838860.8	1	EHN	s6000-2hz.paz		
CPX	E	19921121	25990101	150.625	-34.476	MEL	1.61	0.61	187.4	838860.8	1	EHZ	s6000-2hz.paz		
CPXM	E	19921121	25990101	150.625	-34.476	MEL	1.61	0.61	187.4	838860.8	1	EHE	s6000-2hz.paz		
CPXM	E	19921121	25990101	150.625	-34.476	MEL	1.61	0.61	187.4	838860.8	1	EHN	s6000-2hz.paz		
CPXM	E	19921121	25990101	150.625	-34.476	MEL	1.61	0.61	187.4	838860.8	1	EHZ	s6000-2hz.paz		
CRD	E	19910111	19921020	143.972	-36.991	MEL	1	0.62	173.15	6553.6	100	EHE	mark-L4C-3D.paz		
CRD	E	19910111	19921020	143.972	-36.991	MEL	0.97	0.62	181.02	6553.6	100	EHN	mark-L4C-3D.paz		
CRD	E	19910111	19921020	143.972	-36.991	MEL	1	0.62	175.77	6553.6	100	EHZ	mark-L4C-3D.paz		
CRD	E	19921020	19950719	143.972	-36.991	MEL	1	0.62	173.15	838860.8	1	EHE	mark-L4C-3D.paz		
CRD	E	19921020	19950719	143.972	-36.991	MEL	0.97	0.62	181.02	838860.8	1	EHN	mark-L4C-3D.paz		
CRD	E	19921020	19950719	143.972	-36.991	MEL	1	0.62	175.77	838860.8	1	EHZ	mark-L4C-3D.paz		
CRN	E	19950719	19990702	143.972	-36.991	MEL	1	0.62	173.15	838860.8	1	EHE	mark-L4C-3D.paz		
CRN	E	19950719	19990702	143.972	-36.991	MEL	0.97	0.62	181.02	838860.8	1	EHN	mark-L4C-3D.paz		
CRN	E	19950719	19990702	143.972	-36.991	MEL	1	0.62	175.77	838860.8	1	EHZ	mark-L4C-3D.paz		
CTB	E	19920604	19931224	150.811	-34.265	MEL	1.64	0.61	185.87	838860.8	1	EHE	s6000-2hz.paz		
CTB	E	19920604	19931224	150.811	-34.265	MEL	1.64	0.61	185.54	838860.8	1	EHN	s6000-2hz.paz		
CTB	E	19920604	19931224	150.811	-34.265	MEL	1.64	0.61	177.2	838860.8	1	EHZ	s6000-2hz.paz		
CTB	E	19931224	19980628	150.811	-34.265	MEL	1.64	0.61	185.87	6553.6	100	EHE	s6000-2hz.paz		
CTB	E	19931224	19980628	150.811	-34.265	MEL	1.64	0.61	185.54	6553.6	100	EHN	s6000-2hz.paz		
CTB	E	19931224	19980628	150.811	-34.265	MEL	1.64	0.61	177.2	6553.6	100	EHZ	s6000-2hz.paz		
CTB	N	19931224	19980628	150.811	-34.265	MEL	0.001	1	0.5	6553.6	1	HNE	cmg-5t.paz		
CTB	N	19931224	19980628	150.811	-34.265	MEL	0.001	1	0.5	6553.6	1	HNN	cmg-5t.paz		
CTB	N	19931224	19980628	150.811	-34.265	MEL	0.001	1	0.506	6553.6	1	HNZ	cmg-5t.paz		
CTB	E	19980628	20001205	150.811	-34.265	MEL	1.64	0.61	185.87	838860.8	1	EHE	s6000-2hz.paz		
CTB	E	19980628	20001205	150.811	-34.265	MEL	1.64	0.61	185.54	838860.8	1	EHN	s6000-2hz.paz		
CTB	E	19980628	20001205	150.811	-34.265	MEL	1.64	0.61	177.2	838860.8	1	EHZ	s6000-2hz.paz		
CTB	E	20001205	20030524	150.811	-34.265	MEL	1.64	0.61	185.87	419430.4	1	EHE	s6000-2hz.paz		
CTB	E	20001205	20030524	150.811	-34.265	MEL	1.64	0.61	185.54	419430.4	1	EHN	s6000-2hz.paz		
CTB	E	20001205	20030524	150.811	-34.265	MEL	1.64	0.61	177.2	419430.4	1	EHZ	s6000-2hz.paz		
CTB	N	20001205	20030524	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNE	cmg-5t.paz		
CTB	N	20001205	20030524	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNN	cmg-5t.paz		
CTB	N	20001205	20030524	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNZ	cmg-5t.paz		
CTB	E	20030524	25990101	150.811	-34.265	MEL	1.64	0.61	185.87	419430.4	4	EHE	s6000-2hz.paz		
CTB	E	20030524	25990101	150.811	-34.265	MEL	1.64	0.61	185.54	419430.4	4	EHN	s6000-2hz.paz		
CTB	E	20030524	25990101	150.811	-34.265	MEL	1.64	0.61	177.2	419430.4	4	EHZ	s6000-2hz.paz		
CTB	N	20030524	25990101	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNE	cmg-5t.paz		
CTB	N	20030524	25990101	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNN	cmg-5t.paz		
CTB	N	20030524	25990101	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNZ	cmg-5t.paz		
CTBM	E	20001205	20030524	150.811	-34.265	MEL	1.64	0.61	185.87	419430.4	1	EHE	s6000-2hz.paz		
CTBM	E	20001205	20030524	150.811	-34.265	MEL	1.64	0.61	185.54	419430.4	1	EHN	s6000-2hz.paz		
CTBM	E	20001205	20030524	150.811	-34.265	MEL	1.64	0.61	177.2	419430.4	1	EHZ	s6000-2hz.paz		
CTBM	N	20001205	20030524	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNE	cmg-5t.paz		
CTBM	N	20001205	20030524	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNN	cmg-5t.paz		
CTBM	N	20001205	20030524	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNZ	cmg-5t.paz		
CTBM	E	20030524	25990101	150.811	-34.265	MEL	1.64	0.61	185.87	419430.4	4	EHE	s6000-2hz.paz		
CTBM	E	20030524	25990101	150.811	-34.265	MEL	1.64	0.61	185.54	419430.4	4	EHN	s6000-2hz.paz		
CTBM	E	20030524	25990101	150.811	-34.265	MEL	1.64	0.61	177.2	419430.4	4	EHZ	s6000-2hz.paz		
CTBM	N	20030524	25990101	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNE	cmg-5t.paz		
CTBM	N	20030524	25990101	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNN	cmg-5t.paz		
CTBM	N	20030524	25990101	150.811	-34.265	MEL	0.001	1	0.504	419430.4	1	HNZ	cmg-5t.paz		
CTD	N	19920806	20000905	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNE	hsa-3.paz	# gain could be 1	
CTD	N	19920806	20000905	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNN	hsa-3.paz		
CTD	N	19920806	20000905	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNZ	hsa-3.paz		
CTDM	N	19920806	20000905	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNE	hsa-3.paz		
CTDM	N	19920806	20000905	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNN	hsa-3.paz		
CTDM	N	19920806	20000905	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNZ	hsa-3.paz		
CTDM	N	20000905	20001221	150.802	-34.267	MEL	0.001	1	0.5	838860.8	1	HNE	NULL		
CTDM	N	20000905	20001221	150.802	-34.267	MEL	0.001	1	0.5	838860.8	1	HNN	NULL		
CTDM	N	20000905	20001221	150.802	-34.267	MEL	0.001	1	0.5	838860.8	1	HNZ	NULL		
CTDM	N	20001221	20010310	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNE	NULL		
CTDM	N	20001221	20010310	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNN	NULL		
CTDM	N	20001221	20010310	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNZ	NULL		
CTDM	N	20001221	20010310	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNE	NULL		
CTDM	N	20001221	20010310	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNN	NULL		
CTDM	N	20001221	20010310	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNZ	NULL		
CTDM	N	20010310	20030930	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNE	NULL		
CTDM	N	20010310	20030930	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNN	NULL		
CTDM	N	20010310	20030930	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNZ	NULL		
CTDM	N	20010310	20030930	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNE	NULL		
CTDM	N	20010310	20030930	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNN	NULL		
CTDM	N	20010310	20030930	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNZ	NULL		
CTDM	N	20030930	25990101	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNE	NULL		
CTDM	N	20030930	25990101	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNN	NULL		
CTDM	N	20030930	25990101	150.802	-34.267	MEL	0.001	1	0.5	6553.6	100	HNZ	NULL		
CTDM	N	20030930	25990101	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNE	NULL		
CTDM	N	20030930	25990101	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNN	NULL		
CTDM	N	20030930	25990101	150.802	-34.267	MEL	0.001	1	0.5	6553.6	1	HNZ	NULL		
DAM	E	20010929	20011024	116.871	-30.43	AU	1	0.707	171	419430.4	1	EHE	mark-L4C-3D.paz		
DAM	E	20010929	20011024	116.871	-30.43	AU	1	0.707	171	419430.4	1	EHN	mark-L4C-3D.paz		
DAM	E	20010929	20011024	116.871	-30.43	AU	1	0.707	171	419430.4	1	EHZ	mark-L4C-3D.paz		
